,Source Account,Text,Date,Compound,Positive,Neutral,Negative,Tweets Ago
136,CBSNews,"Warning: This video is disturbing.
Mesa's police chief is promising changes in his department after new bodycam vid… https://t.co/wBLPqg152E",Thu Jun 07 11:17:46 +0000 2018,-0.4588,0.111,0.656,0.234,37
137,CBSNews,"“I would tell President Trump, ‘Thank you so much. That I am going to be that one that is going to make you so prou… https://t.co/wm8KQhykiZ",Thu Jun 07 11:16:46 +0000 2018,0.0,0.0,1.0,0.0,38
138,CBSNews,“I want to tell my war angel I thank you for never giving up. That you did it. You never gave up on me. You fought… https://t.co/KpYESRDt6M,Thu Jun 07 11:15:03 +0000 2018,-0.4829,0.12,0.693,0.187,39
139,CBSNews,.@jdickerson: What was it like to get that phone call from Kim Kardashian West that let you know that you’d be gett… https://t.co/UskBViLeq4,Thu Jun 07 11:12:10 +0000 2018,0.3612,0.102,0.898,0.0,40
140,CBSNews,"“The city has changed a lot. I kept asking, ‘Where am I?’ I noticed new buildings. And I noticed people on the phon… https://t.co/OUqd917mHe",Thu Jun 07 11:09:51 +0000 2018,0.0,0.0,1.0,0.0,41
141,CBSNews,President Trump commuted Alice Johnson's life sentence on Wednesday after she was imprisoned for 21 years for her r… https://t.co/VSRLePA8Kb,Thu Jun 07 11:07:56 +0000 2018,-0.4019,0.058,0.807,0.135,42
142,CBSNews,Alice Johnson who was imprisoned for 21 years is back home after Pres. Trump commuted her life sentence. Johnson le… https://t.co/SARHcwxsmh,Thu Jun 07 11:05:49 +0000 2018,-0.4019,0.056,0.815,0.129,43
143,CBSNews,Afghan President Ashraf Ghani announces a weeklong cease-fire with the Taliban to coincide with the holiday marking… https://t.co/MlDuMULpWX,Thu Jun 07 10:59:48 +0000 2018,0.4019,0.144,0.856,0.0,44
144,CBSNews,Coming up: @CBSThisMorning will talk to the woman whose life sentence on non-violent drug charges was commuted by P… https://t.co/OOIgXsfj2q,Thu Jun 07 10:49:46 +0000 2018,-0.2023,0.061,0.841,0.098,45
145,CBSNews,AHEAD on @CBSThisMorning: @GayleKing is with @Oprah Winfrey in D.C. for an emotional first look at a major new exhi… https://t.co/67l6Rtx3gR,Thu Jun 07 10:45:23 +0000 2018,0.1531,0.078,0.922,0.0,46
146,CBSNews,"Samantha Bee addresses Ivanka Trump controversy: ""I should have known that a potty-mouthed insult would be inherent… https://t.co/QI91JHmqXE",Thu Jun 07 10:39:51 +0000 2018,-0.5106,0.0,0.829,0.171,47
147,CBSNews,Matthew Charles reformed his life when his prison sentence was shortened in 2016. Now a Tennessee judge is sending… https://t.co/qrLjk9cQOm,Thu Jun 07 10:30:59 +0000 2018,-0.4588,0.06,0.787,0.153,48
148,CBSNews,"Family of Japanese abductee to President Trump: You are our family’s last hope
https://t.co/b2FWlaz57p https://t.co/p6Su3v3da6",Thu Jun 07 10:20:17 +0000 2018,0.4404,0.172,0.828,0.0,49
149,CBSNews,Republicans prepare for major immigration meeting Thursday https://t.co/Kh0Rr866RK https://t.co/2qTqlnkXCD,Thu Jun 07 10:03:05 +0000 2018,0.0,0.0,1.0,0.0,50
150,CBSNews,Guatemala and Hawaii volcanoes: How do they stack up? https://t.co/IwK6U6U578 https://t.co/mcSIbIPYSz,Thu Jun 07 09:48:04 +0000 2018,0.0,0.0,1.0,0.0,51
151,CBSNews,Security monitor told police he saw Florida gunman minutes before massacre https://t.co/LQyGGzCLsK https://t.co/tD671GvzHN,Thu Jun 07 09:33:03 +0000 2018,0.34,0.167,0.833,0.0,52
152,CBSNews,"Woman catches foul ball in beer at Padres game, proceeds to chug the beer with the ball in it… https://t.co/qMNcK8V9ip",Thu Jun 07 09:19:04 +0000 2018,0.0,0.0,1.0,0.0,53
153,CBSNews,Europe to impose retaliatory tariffs on U.S. imports https://t.co/3SkBZc1pB5 https://t.co/DymKZXxjCQ,Thu Jun 07 09:03:04 +0000 2018,-0.296,0.0,0.804,0.196,54
154,CBSNews,Undocumented immigrant arrested while trying to deliver pizza to military base https://t.co/30aKrbWCh3 https://t.co/tj1eSxkdXp,Thu Jun 07 08:48:04 +0000 2018,-0.4767,0.0,0.795,0.205,55
155,CBSNews,Real estate headache: Baby boomers who won't sell their homes https://t.co/4WubITAuSR https://t.co/yLdLxNF18d,Thu Jun 07 08:33:03 +0000 2018,0.0,0.0,1.0,0.0,56
156,CBSNews,120-pound dog carried down mountain by rescue team after suffering dehydration https://t.co/4KgEqxpHmS https://t.co/6lLYIzkgiT,Thu Jun 07 08:18:04 +0000 2018,0.0516,0.19,0.632,0.178,57
157,CBSNews,"Possible intended target in Ariz. murder spree: “I knew what the connection was"" https://t.co/wSrRbjBPvm https://t.co/2z6sc937Jf",Thu Jun 07 08:03:06 +0000 2018,-0.6908,0.0,0.749,0.251,58
158,CBSNews,"Details emerge about Kate Spade's suicide note, personal struggles https://t.co/ohV6jIv3KB https://t.co/XmjTWGtYeu",Thu Jun 07 07:48:03 +0000 2018,-0.7906,0.0,0.562,0.438,59
159,CBSNews,Top EPA aide Millan Hupp is leaving https://t.co/HPpGOC53Cj https://t.co/7Ot6P4sBKo,Thu Jun 07 07:33:04 +0000 2018,0.2023,0.184,0.816,0.0,60
160,CBSNews,Chris Farley's family sues Trek over name of fat-tired bikes https://t.co/0buFPCyL79 https://t.co/jccK98YyUr,Thu Jun 07 07:18:04 +0000 2018,0.0,0.0,1.0,0.0,61
161,CBSNews,Soldier accused of stealing armored vehicle seemed to foreshadow plan with tweet https://t.co/FbhrEvLJ7Y,Thu Jun 07 07:03:03 +0000 2018,-0.7096,0.0,0.651,0.349,62
162,CBSNews,KFC creating vegetarian version of its fried chicken in U.K. https://t.co/PuDshIwaxB https://t.co/xQwgyajVIg,Thu Jun 07 06:48:05 +0000 2018,0.296,0.167,0.833,0.0,63
163,CBSNews,CFPB chief Mick Mulvaney disbands consumer protection board https://t.co/sIyJhGUGrR https://t.co/H9tyVH5rZT,Thu Jun 07 06:33:04 +0000 2018,0.0,0.0,1.0,0.0,64
164,CBSNews,Severed rattlesnake head bites man who decapitated it https://t.co/gz1A1Bazvu https://t.co/kBHOHZKys6,Thu Jun 07 06:18:04 +0000 2018,-0.3612,0.0,0.783,0.217,65
165,CBSNews,Grim end to multi-state search for father suspected of fleeing with toddler son https://t.co/eYnM4LDHFU https://t.co/YNcKBb2IjG,Thu Jun 07 06:03:03 +0000 2018,-0.6808,0.0,0.699,0.301,66
166,CBSNews,Comcast Xfinity outage: Businesses across U.S. lose phone service https://t.co/WusND1ETh7 https://t.co/i8llQbvg8T,Thu Jun 07 05:48:03 +0000 2018,-0.4019,0.0,0.787,0.213,67
167,CBSNews,Mesa officers placed on leave after video shows them repeatedly punching man https://t.co/PGvpdZiN5Y https://t.co/ZCMe7PSbe6,Thu Jun 07 05:33:03 +0000 2018,-0.0516,0.0,0.915,0.085,68
168,CBSNews,Steel workers ask Trump to halt metal tariffs https://t.co/WZjYI4Hyms https://t.co/788U9tLEvH,Thu Jun 07 05:18:04 +0000 2018,0.0,0.0,1.0,0.0,69
169,CBSNews,"In new documentary, David Cassidy says he lied about his health https://t.co/hfYfrb9dSY https://t.co/EdHoAja9o1",Thu Jun 07 05:03:03 +0000 2018,-0.3818,0.0,0.822,0.178,70
170,CBSNews,Crocodile fatally mauls pastor baptizing followers at lake https://t.co/T9iH0hjOKA https://t.co/Cl4amm8iFA,Thu Jun 07 04:48:05 +0000 2018,-0.6369,0.0,0.682,0.318,71
171,CBSNews,"Serial child rapist, whose pending release drew outcry, arrested on new charges https://t.co/BknL8tMZ3b https://t.co/ZMo68Zwo8A",Thu Jun 07 04:33:04 +0000 2018,-0.9246,0.0,0.427,0.573,72
172,CBSNews,Guatemala and Hawaii volcanoes: How do they stack up? https://t.co/cYPytZC8Rq https://t.co/OJN5JfvNG8,Thu Jun 07 04:18:04 +0000 2018,0.0,0.0,1.0,0.0,73
173,CBSNews,Kate Spade suicide: Andy Spade gives statement after designer's death https://t.co/fjJoJI75uo https://t.co/VwWMgo5pMu,Thu Jun 07 04:03:04 +0000 2018,-0.8555,0.0,0.543,0.457,74
174,CBSNews,"Woman catches foul ball in beer at Padres game, proceeds to chug the beer with the ball in it… https://t.co/vwQrtdgme6",Thu Jun 07 03:48:06 +0000 2018,0.0,0.0,1.0,0.0,75
175,CBSNews,Undocumented immigrant arrested while trying to deliver pizza to military base https://t.co/AU0yrZY9Yv https://t.co/FyDdqrRARO,Thu Jun 07 03:33:03 +0000 2018,-0.4767,0.0,0.795,0.205,76
176,CBSNews,"Details emerge about Kate Spade's suicide note, personal struggles https://t.co/0XaY6yLDI6 https://t.co/cH4G7IpO9Z",Thu Jun 07 03:18:03 +0000 2018,-0.7906,0.0,0.562,0.438,77
177,CBSNews,"Former Obama adviser Ben Rhodes gives rapid fire opinions of foreign leaders including Kim Jong Un, Angela Merkel o… https://t.co/CXYMkBbdtE",Thu Jun 07 02:54:55 +0000 2018,-0.34,0.0,0.888,0.112,78
178,CBSNews,"Man repeatedly rams an SUV, tears off parts of the car and jumps on its roof in a strange road rage incident that s… https://t.co/p0LJb6tZpN",Thu Jun 07 02:29:35 +0000 2018,-0.743,0.0,0.742,0.258,79
179,CBSNews,"""This is the greatest day of my life."" Alice Marie Johnson embraces her family in an emotional reunion after Presid… https://t.co/wiSC2Bd6KM",Thu Jun 07 02:10:12 +0000 2018,0.7003,0.234,0.766,0.0,80
180,CBSNews,“Sex and the City” turns 20 today but the show’s biggest theme is still relevant https://t.co/le20Pgt4Aw,Thu Jun 07 01:50:31 +0000 2018,0.0,0.0,1.0,0.0,81
181,CBSNews,Experts say the U.S. and North Korea could agree on a framework to denuclearize and open up channels of communicati… https://t.co/Jhrp2vQ1jl,Thu Jun 07 01:32:18 +0000 2018,0.3612,0.116,0.884,0.0,82
182,CBSNews,"""Your own story doesn't go away"" because you're working in the White House, former President Obama's deputy nationa… https://t.co/fQJj9kC0UB",Thu Jun 07 01:04:45 +0000 2018,0.0,0.0,1.0,0.0,83
183,CBSNews,"Stormy Daniels suit claims ex-lawyer colluded with Michael Cohen, Pres. Trump and Fox News https://t.co/jgl0XuTmao https://t.co/6bJpRUl8sM",Thu Jun 07 00:44:54 +0000 2018,0.0,0.0,1.0,0.0,84
184,CBSNews,"RT @CBSThisMorning: WATCH: @Oprah Winfrey is checking out her brand new #WatchingOprah exhibit for the first time, opening Friday at @NMAAH…",Thu Jun 07 00:41:14 +0000 2018,0.0,0.0,1.0,0.0,85
185,CBSNews,"GOP Sen. Ernst says EPA chief Scott Pruitt ""did lie"" on ethanol pledge, is ""undercutting"" President Trump… https://t.co/zjKrVhv1zN",Thu Jun 07 00:24:56 +0000 2018,0.0,0.0,1.0,0.0,86
186,CBSNews,"Netflix announced on Wednesday that it is renewing hit teen drama ""13 Reasons Why"" for another season… https://t.co/sfdZ1fNDqn",Thu Jun 07 00:04:33 +0000 2018,0.0,0.0,1.0,0.0,87
187,CBSNews,"""When you're my age, there's gotta be some things you can get away with,"": Equity Group Investments founder uses cr… https://t.co/xqSGHxLMJQ",Wed Jun 06 23:39:47 +0000 2018,0.0,0.0,1.0,0.0,88
188,CBSNews,A Texas courtroom burst into chaos on Tuesday after defendant Daniel Moreno Lopez was found guilty of a gruesome mu… https://t.co/Y1xDcN3nEo,Wed Jun 06 23:19:36 +0000 2018,-0.7579,0.0,0.723,0.277,89
189,CBSNews,This alligator is a fighter: Florida animal knocks Fish and Wildlife officer out cold as he tries to escape capture… https://t.co/cXR9QwsgKK,Wed Jun 06 23:15:01 +0000 2018,0.3182,0.155,0.845,0.0,90
190,CBSNews,"Robert F. Kennedy died 50 years ago today, assassinated as he campaigned for president. 

@jdickerson takes us back… https://t.co/so22oxexXm",Wed Jun 06 23:03:14 +0000 2018,-0.5574,0.0,0.833,0.167,91
191,CBSNews,Voters unseated Judge Aaron Persky for giving what many thought was a weak sentence in a disturbing sexual assault… https://t.co/DwSH1wg7ip,Wed Jun 06 23:01:02 +0000 2018,-0.5423,0.155,0.586,0.259,92
192,CBSNews,"In the Phoenix suburb of Mesa, Arizona, four officers were put on paid administrative leave after surveillance vide… https://t.co/mnEeUhNzNu",Wed Jun 06 22:57:17 +0000 2018,-0.0516,0.0,0.938,0.062,93
193,CBSNews,A contractor was arrested as he reported for work at the White House yesterday. He had been wanted for weeks for at… https://t.co/9I6hSIHLZF,Wed Jun 06 22:54:17 +0000 2018,-0.4767,0.0,0.871,0.129,94
194,CBSNews,"Five days before the nuclear summit with North Korea, President Trump's lawyer Rudy Giuliani made a few waves with… https://t.co/CMkmt8bY1C",Wed Jun 06 22:52:00 +0000 2018,0.0,0.0,1.0,0.0,95
195,CBSNews,A barrage of hail stones hit Dallas overnight with frightening force. @DavidBegnaud has more. https://t.co/t19Rnxg0mg,Wed Jun 06 22:50:06 +0000 2018,-0.4404,0.079,0.727,0.194,96
196,CBSNews,U.S. Air Force flew several children injured in the Guatemalan volcano explosion to the U.S. for treatment of burns… https://t.co/5rlbyuSmUy,Wed Jun 06 22:47:02 +0000 2018,-0.4019,0.0,0.876,0.124,97
197,CBSNews,"Pres. Trump granted clemency to Alice Johnson, a first-time nonviolent drug offender. She had a high-profile advoca… https://t.co/nBIJnr2Eyo",Wed Jun 06 22:39:03 +0000 2018,-0.128,0.108,0.757,0.135,98
198,CBSNews,"RT @CBSEveningNews: We’re on the air in the East. @JeffGlor is live from Studio 57 in NYC

Thanks for being with us #OriginalReporting #CBS…",Wed Jun 06 22:33:13 +0000 2018,0.4404,0.112,0.888,0.0,99
199,CBSNews,"""Solo: A Star Wars Story"" may chart a new path for the storied sci-fi franchise -- by losing money.… https://t.co/DBr1rwYlML",Wed Jun 06 22:21:16 +0000 2018,-0.7351,0.0,0.721,0.279,100
200,CNN,"A former Fox News military analyst now says Fox is doing a ""great deal of damage"" to the United States https://t.co/bfQ5xr7Ort",Thu Jun 07 15:46:03 +0000 2018,0.5719,0.264,0.613,0.123,1
201,CNN,"Hope Solo, one of America's most decorated soccer players, says the 2026 World Cup should go to a ""more deserving""… https://t.co/WHlcCePlRs",Thu Jun 07 15:39:00 +0000 2018,0.4404,0.132,0.868,0.0,2
202,CNN,"One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/o2zqkb8Yhr",Thu Jun 07 15:32:00 +0000 2018,0.5859,0.153,0.847,0.0,3
203,CNN,"President Trump's lawyer, Rudy Giuliani, says he stands by his recent comments that adult film actress Stormy Danie… https://t.co/zCWNWDWuPc",Thu Jun 07 15:25:07 +0000 2018,0.0,0.0,1.0,0.0,4
204,CNN,"Alice Marie Johnson ""thankful"" to President Trump for commuting sentence https://t.co/KxtRfzORpW https://t.co/iVzuqzI2bV",Thu Jun 07 15:18:07 +0000 2018,0.0772,0.106,0.894,0.0,5
205,CNN,"President Trump says Coast Guard rescued people who ""went out in their boats to watch"" Harvey… https://t.co/5C09OJGlaQ",Thu Jun 07 15:11:07 +0000 2018,0.4215,0.149,0.851,0.0,6
206,CNN,The shallow optimism for President Trump's summit with North Korea https://t.co/Z6UJxSpGj8 https://t.co/5t97fumKmg,Thu Jun 07 15:04:04 +0000 2018,0.5423,0.241,0.759,0.0,7
207,CNN,US cuts a deal with Chinese smartphone maker ZTE https://t.co/FrjXGlyWZm https://t.co/tKZJNSCqSb,Thu Jun 07 14:57:09 +0000 2018,-0.296,0.0,0.804,0.196,8
208,CNN,Refreshed Rafael Nadal surges into French Open semifinals https://t.co/Gah737L904 https://t.co/j4p8eeAX6h,Thu Jun 07 14:50:05 +0000 2018,0.0,0.0,1.0,0.0,9
209,CNN,"How we talk about Kate Spade could help others survive, writes Gayle Brandeis for @CNNOpinion… https://t.co/CLA4XGc0Ad",Thu Jun 07 14:43:07 +0000 2018,0.4019,0.153,0.847,0.0,10
210,CNN,Amazon will show 20 Premier League matches in UK https://t.co/fSgG0oUhmE https://t.co/ykyc37QUdL,Thu Jun 07 14:36:06 +0000 2018,0.1779,0.145,0.855,0.0,11
211,CNN,"Kim Jong Un's regime is using American technology, researchers find https://t.co/lrYytE7f8Q https://t.co/Dga78Qm1bs",Thu Jun 07 14:29:06 +0000 2018,0.0,0.0,1.0,0.0,12
212,CNN,Fashion designer Kate Spade's suicide spotlights the importance of recognizing the potential warning signs when som… https://t.co/KYgMbAU6fq,Thu Jun 07 14:22:07 +0000 2018,-0.6597,0.107,0.598,0.295,13
213,CNN,"""We want to read Andy Spade's statement in full. It's long but we think it's important."" CNN's Alisyn Camerota read… https://t.co/usdIRiKkm7",Thu Jun 07 14:17:54 +0000 2018,0.0387,0.054,0.946,0.0,14
214,CNN,A US-North Korea friendship would be a perfect bulwark against China | By S. Nathan Park via @CNNOpinion… https://t.co/V6YHvQrkUh,Thu Jun 07 14:10:07 +0000 2018,0.765,0.32,0.68,0.0,15
215,CNN,"European mental health institutions fall ""far below the standard,"" with no single institution meeting all of the st… https://t.co/6anxJzD1ws",Thu Jun 07 14:05:05 +0000 2018,-0.296,0.0,0.891,0.109,16
216,CNN,"Torn from their families in the US, Salvadoran deportees return to a gang-ravaged homeland https://t.co/wlLm4xuPhU https://t.co/Zr8cGjiNqC",Thu Jun 07 13:53:04 +0000 2018,-0.25,0.0,0.875,0.125,17
217,CNN,"Why French judoka Romane Dicko is more than just the ""female Teddy Riner"" https://t.co/IjEERaAxNA https://t.co/YXJ8fhUz8b",Thu Jun 07 13:46:08 +0000 2018,0.0,0.0,1.0,0.0,18
218,CNN,"The Army got upgraded guns. For months, the public didn't. Now, two injured law enforcement officers are suing.… https://t.co/7jNfLH9mte",Thu Jun 07 13:44:57 +0000 2018,0.3089,0.111,0.889,0.0,19
219,CNN,Japan's Prime Minister Shinzo Abe wants to make Trump's North Korea talks even more complicated -- pushing the topi… https://t.co/G3910ctt68,Thu Jun 07 13:33:04 +0000 2018,0.0,0.0,1.0,0.0,20
220,CNN,"Former NBA star Dennis Rodman is ""considering going to Singapore,"" for the upcoming summit between President Donald… https://t.co/7tZOteQqoR",Thu Jun 07 13:31:05 +0000 2018,0.0,0.0,1.0,0.0,21
221,CNN,Tesla's stock price soared as investors were encouraged by CEO Elon Musk's pledge that Model 3 production has turne… https://t.co/2HdvfY3KeT,Thu Jun 07 13:26:09 +0000 2018,0.3612,0.122,0.878,0.0,22
222,CNN,It's hard to remember a time when Starbucks wasn't on every big-city corner and in every US suburban shopping cente… https://t.co/lRY1WPLjKx,Thu Jun 07 13:22:04 +0000 2018,-0.1027,0.0,0.931,0.069,23
223,CNN,The maker of Jack Daniel's is worried about the impact of a trade war https://t.co/5mq2tkPH6b https://t.co/wM78ddang3,Thu Jun 07 13:16:03 +0000 2018,-0.7269,0.0,0.681,0.319,24
224,CNN,World Cup 2022: Meet the Qataris making the most of soccer's showcase https://t.co/7xDsEFWlAe https://t.co/2r6LZcsk5j,Thu Jun 07 13:10:08 +0000 2018,0.0,0.0,1.0,0.0,25
225,CNN,"“When Kim saw this, she didn’t just look at it and walk away, Kim acted. Many people saw it, but she was the only o… https://t.co/jxCEPvil5A",Thu Jun 07 13:10:00 +0000 2018,0.0,0.0,1.0,0.0,26
226,CNN,"Satellite images appear to show that North Korea has dismantled one of its missile testing sites, according to a pr… https://t.co/sbxqraynuA",Thu Jun 07 13:04:07 +0000 2018,0.0,0.0,1.0,0.0,27
227,CNN,"""My plan is to start work. I already have a job secured. My plan is also to work hard on helping to change some of… https://t.co/Nqbsk54ZPu",Thu Jun 07 13:03:00 +0000 2018,0.5423,0.179,0.769,0.051,28
228,CNN,"Alice Marie Johnson, whose life sentence Trump commuted, says she'd tell him ""thank you"" for ""not just looking at s… https://t.co/kHzHN0WzW1",Thu Jun 07 12:56:00 +0000 2018,0.4215,0.167,0.833,0.0,29
229,CNN,An iconic Tour de France-winning 1963 Ferrari 250 GTO has sold for $70 million. It is believed to be the most expen… https://t.co/EetpGyBB4s,Thu Jun 07 12:49:06 +0000 2018,0.0,0.0,1.0,0.0,30
230,CNN,"How a double amputee conquered Everest, 43 years after his first attempt https://t.co/pmaHXdQSyU https://t.co/nChKfA1pg3",Thu Jun 07 12:42:05 +0000 2018,0.0,0.0,1.0,0.0,31
231,CNN,This doctor's test has saved millions of babies https://t.co/c8PFQ16GO8 https://t.co/EYbQNKoXiS,Thu Jun 07 12:35:06 +0000 2018,0.4215,0.237,0.763,0.0,32
232,CNN,CNN’s @VanJones68 sits down exclusively with @KimKardashian West for her reaction to President Trump’s decision to… https://t.co/OoegpCODNE,Thu Jun 07 12:28:06 +0000 2018,0.0,0.0,1.0,0.0,33
233,CNN,RT @CNNMoney: BREAKING: Wilbur Ross says the US and China's ZTE have reached a deal https://t.co/ElZYy6H2ll https://t.co/1vlunGVsCN,Thu Jun 07 12:27:04 +0000 2018,0.1027,0.085,0.915,0.0,34
234,CNN,Ethiopia's new Prime Minister has had a stellar two months — can he keep it up? https://t.co/sKIfNa3yT5 https://t.co/xl5GW9MPUD,Thu Jun 07 12:21:05 +0000 2018,0.0,0.0,1.0,0.0,35
235,CNN,Afghanistan announces temporary ceasefire with the Taliban https://t.co/hippBqKu1A https://t.co/aly6JOvKHb,Thu Jun 07 12:14:03 +0000 2018,0.0,0.0,1.0,0.0,36
236,CNN,"Stormy Daniels' lawyer calls Rudy Giuliani an ""absolute pig"" over comments https://t.co/4EJg4QT9ek https://t.co/Dt7ROcIbBm",Thu Jun 07 12:07:06 +0000 2018,0.0,0.0,1.0,0.0,37
237,CNN,Man detained by immigration officers after delivering pizza to Army base https://t.co/zUqYN9MYtZ https://t.co/KlHmFCSfK9,Thu Jun 07 12:00:05 +0000 2018,-0.4019,0.0,0.816,0.184,38
238,CNN,"6,000 jobs at risk as House of Fraser becomes latest UK retail casualty https://t.co/CIYsg29rze https://t.co/5HkfcVByXS",Thu Jun 07 11:53:02 +0000 2018,-0.6705,0.0,0.703,0.297,39
239,CNN,US returns stolen Christopher Columbus letter to Spain https://t.co/Ujvn0jUrs8 https://t.co/3xvIsMbOyn,Thu Jun 07 11:46:07 +0000 2018,-0.4939,0.0,0.738,0.262,40
240,CNN,This is where communist statues are laid to rest https://t.co/wRiGLUmgn2 https://t.co/giGCJtEJTI,Thu Jun 07 11:37:06 +0000 2018,0.0,0.0,1.0,0.0,41
241,CNN,An internal report from the Justice Department is expected to fault former FBI and DOJ officials… https://t.co/0GaIyBIZcn,Thu Jun 07 11:32:05 +0000 2018,0.1779,0.161,0.711,0.128,42
242,CNN,5 things you need to know today https://t.co/qJK4OCZ5r1 https://t.co/znejoqeHG6,Thu Jun 07 11:26:08 +0000 2018,0.0,0.0,1.0,0.0,43
243,CNN,IHOP says it's changing its name to IHOb https://t.co/zblJl0AXp5 https://t.co/4Tzw0J0jGA,Thu Jun 07 11:19:07 +0000 2018,0.0,0.0,1.0,0.0,44
244,CNN,House Republicans gear up for marathon immigration debate https://t.co/8caKyvQu0W https://t.co/6kitjdzfdz,Thu Jun 07 11:13:05 +0000 2018,0.0,0.0,1.0,0.0,45
245,CNN,"Hope Solo, one of America's most decorated soccer players, says the 2026 World Cup should go to a ""more deserving""… https://t.co/XanpYCDvtY",Thu Jun 07 11:06:06 +0000 2018,0.4404,0.132,0.868,0.0,46
246,CNN,UK court criticizes Northern Ireland abortion law but rejects bid for reform https://t.co/Lcl6UlaU6o https://t.co/gmlq3zWCoc,Thu Jun 07 10:59:05 +0000 2018,-0.7184,0.0,0.667,0.333,47
247,CNN,"Democratic Rep. Nydia Velázquez is calling for ""an independent commission similar to what we had after 9/11"" to inv… https://t.co/fr6DDe3Bny",Thu Jun 07 10:54:06 +0000 2018,0.0,0.0,1.0,0.0,48
248,CNN,A manager at a South Carolina restaurant has pleaded guilty to physically abusing a black employee and forcing him… https://t.co/UmKpTFJoBW,Thu Jun 07 10:48:02 +0000 2018,-0.7003,0.0,0.721,0.279,49
249,CNN,Dozens of terminally ill patients in California who counted on using the state's medical aid-in-dying law may be in… https://t.co/4kESaSCmwk,Thu Jun 07 10:46:03 +0000 2018,-0.4215,0.0,0.872,0.128,50
250,CNN,"""I crossed the line. I regret it, and I do apologize for that."" Late-night host Samantha Bee says she's sorry for u… https://t.co/bhvgY2KkEI",Thu Jun 07 10:36:52 +0000 2018,-0.4019,0.06,0.766,0.174,51
251,CNN,Rudy Giuliani told an audience in Israel that he does not think first lady Melania Trump believes that US President… https://t.co/cgl4finLW2,Thu Jun 07 10:31:07 +0000 2018,0.0,0.0,1.0,0.0,52
252,CNN,Hawaii's largest freshwater lake is the latest casualty from the Big Island's Kilauea volcano. Steam billowed up fr… https://t.co/U2SF9bnH0M,Thu Jun 07 10:25:46 +0000 2018,-0.5267,0.0,0.841,0.159,53
253,CNN,"""It was a complete shock. And it clearly wasn't her. There were personal demons she was battling."" The husband of f… https://t.co/G7k0rg2Fhe",Thu Jun 07 10:19:06 +0000 2018,0.0258,0.111,0.782,0.107,54
254,CNN,"Adult film actress Stormy Daniels has launched a new lawsuit against her former attorney, Keith Davidson, as well a… https://t.co/aHn7am8kUA",Thu Jun 07 10:12:05 +0000 2018,0.1779,0.167,0.744,0.088,55
255,CNN,Plane tickets are about to get more expensive https://t.co/y8pLbYrICB https://t.co/f8syYpZUIY,Thu Jun 07 10:03:05 +0000 2018,0.0,0.0,1.0,0.0,56
