,Source Account,Text,Date,Compound,Positive,Neutral,Negative,Tweets Ago
256,CNN,"She was kidnapped by Salvadoran guerrillas three decades ago, watched her husband be killed, and forced to cook and… https://t.co/1yum899Avz",Thu Jun 07 09:55:06 +0000 2018,-0.8176,0.0,0.706,0.294,57
257,CNN,The clothes of a leading figure in Germany's far-right Alternative for Germany party were stolen while he was swimm… https://t.co/2M17RCTJxg,Thu Jun 07 09:54:47 +0000 2018,-0.128,0.118,0.742,0.14,58
258,CNN,Lava flow evaporated Hawaii's largest freshwater lake within hours https://t.co/yYJudtOl3v https://t.co/kUkLb45drk,Thu Jun 07 09:48:07 +0000 2018,0.0,0.0,1.0,0.0,59
259,CNN,Alice Marie Johnson has been released from prison. President Trump commuted her sentence after meeting with Kim Kar… https://t.co/CfxTKzjcQn,Thu Jun 07 09:43:42 +0000 2018,-0.4588,0.06,0.787,0.153,60
260,CNN,"The police chief in Mesa, Arizona, says he was ""disappointed"" by a video that shows officers punching and kneeing a… https://t.co/8HSGYPc8Kv",Thu Jun 07 09:36:11 +0000 2018,0.0,0.0,1.0,0.0,61
261,CNN,"A former Fox News military analyst now says Fox is doing a ""great deal of damage"" to the United States https://t.co/P36pJ3JwBo",Thu Jun 07 09:17:04 +0000 2018,0.5719,0.264,0.613,0.123,62
262,CNN,A dermatologist says videos of her singing and dancing during surgical procedures were recorded with her patients'… https://t.co/Ov9bGNLC2O,Thu Jun 07 09:10:52 +0000 2018,0.0,0.0,1.0,0.0,63
263,CNN,A manager at a South Carolina restaurant has pleaded guilty to physically abusing a black employee and forcing him… https://t.co/dBiMG8I7tU,Thu Jun 07 09:03:54 +0000 2018,-0.7003,0.0,0.721,0.279,64
264,CNN,"An eruption at the summit of the Kilauea volcano jolted the area with the force of a 5.4 magnitude earthquake.

It… https://t.co/b2d4UOWBL2",Thu Jun 07 08:58:24 +0000 2018,0.0,0.0,1.0,0.0,65
265,CNN,Dozens of terminally ill patients in California who counted on using the state's medical aid-in-dying law may be in… https://t.co/gvqQdRXiHW,Thu Jun 07 08:52:23 +0000 2018,-0.4215,0.0,0.872,0.128,66
266,CNN,"""Well, Kim Jong Un got back on his hands and knees and begged for it, which is exactly the position you want to put… https://t.co/n85yhM2Qu1",Thu Jun 07 08:34:13 +0000 2018,0.0772,0.051,0.949,0.0,67
267,CNN,Japan's Prime Minister Shinzo Abe wants to make Trump's North Korea talks even more complicated -- pushing the topi… https://t.co/p3JR6uC55Q,Thu Jun 07 08:03:00 +0000 2018,0.0,0.0,1.0,0.0,68
268,CNN,Trump flips US foreign policy upside down | Analysis by @StCollinson https://t.co/vuOs4KT2Qm https://t.co/7NJivn3tZO,Thu Jun 07 07:48:10 +0000 2018,0.0,0.0,1.0,0.0,69
269,CNN,"Satellite images appear to show that North Korea has dismantled one of its missile testing sites, according to a pr… https://t.co/iIPFj94H12",Thu Jun 07 07:37:06 +0000 2018,0.0,0.0,1.0,0.0,70
270,CNN,"Brazil is the statistical favorite to win the World Cup in Russia, according to data company Gracenote… https://t.co/bJwxVh80uu",Thu Jun 07 07:24:02 +0000 2018,0.7783,0.298,0.702,0.0,71
271,CNN,These satellite images show destruction caused by Guatemala's Fuego Volcano https://t.co/NDHqIRQj9k https://t.co/rVP4JzjwF0,Thu Jun 07 07:15:07 +0000 2018,-0.5719,0.0,0.748,0.252,72
272,CNN,An iconic Tour de France-winning 1963 Ferrari 250 GTO has sold for $70 million. It is believed to be the most expen… https://t.co/EiyxSexxb1,Thu Jun 07 06:51:06 +0000 2018,0.0,0.0,1.0,0.0,73
273,CNN,This airport in Cyprus has been abandoned for 44 years https://t.co/gbGFzgIHpq via @CNNTravel https://t.co/sbGy7Sklz7,Thu Jun 07 06:34:08 +0000 2018,-0.4588,0.0,0.812,0.188,74
274,CNN,"American companies announced a record $201.3 billion in stock buybacks and cash takeovers in May.

Critics say the… https://t.co/U6xHy85f2Y",Thu Jun 07 06:31:02 +0000 2018,-0.296,0.0,0.885,0.115,75
275,CNN,IHOP says it's changing its name to IHOb https://t.co/0xPatnMZZE https://t.co/ZYfM36F5TP,Thu Jun 07 06:16:05 +0000 2018,0.0,0.0,1.0,0.0,76
276,CNN,"A 64-year-old woman in Australia died after contracting hepatitis A linked to frozen pomegranate seeds, according t… https://t.co/AtECPyj2jb",Thu Jun 07 06:01:02 +0000 2018,-0.5574,0.0,0.806,0.194,77
277,CNN,"""Well, Kim Jong Un got back on his hands and knees and begged for it, which is exactly the position you want to put… https://t.co/LxyeFLFufl",Thu Jun 07 05:56:05 +0000 2018,0.0772,0.051,0.949,0.0,78
278,CNN,"Flyer is Kitty Hawk’s first commercial flying car, and CNNMoney’s Rachel Crane is the first reporter to ever fly on… https://t.co/ch8yTVfXrD",Thu Jun 07 05:46:00 +0000 2018,0.0,0.0,1.0,0.0,79
279,CNN,Point/CounterPoint: The California primary | Analysis by CNN's Chris Cillizza and Harry Enten… https://t.co/BZbWtD9eAM,Thu Jun 07 05:31:03 +0000 2018,0.0,0.0,1.0,0.0,80
280,CNN,Apple is getting closer and closer to becoming the first $1 trillion American company https://t.co/JRSmeXVtXj https://t.co/5LFGjYBd3Q,Thu Jun 07 05:16:00 +0000 2018,0.0,0.0,1.0,0.0,81
281,CNN,The Justice Department will extend an offer Thursday to top lawmakers on Capitol Hill to review certain documents r… https://t.co/78Yixp2MTt,Thu Jun 07 05:13:43 +0000 2018,0.7906,0.36,0.64,0.0,82
282,CNN,Fashion designer Kate Spade's suicide spotlights the importance of recognizing the potential warning signs when som… https://t.co/YMrDKiWN3S,Thu Jun 07 05:01:07 +0000 2018,-0.6597,0.107,0.598,0.295,83
283,CNN,RT @CNNTonight: Exclusive: @KimKardashian West speaks with @VanJones68 in her first interview since securing the  commutation of Alice John…,Thu Jun 07 04:59:17 +0000 2018,0.4215,0.183,0.817,0.0,84
284,CNN,This delivery man is being praised for taking a welcome mat's quirky instructions literally https://t.co/JTIKQxzCvS https://t.co/YLPPf60wTH,Thu Jun 07 04:46:00 +0000 2018,0.7351,0.323,0.677,0.0,85
285,CNN,"Democratic Rep. Nydia Velázquez is calling for ""an independent commission similar to what we had after 9/11"" to inv… https://t.co/3rQ6ah1Ch4",Thu Jun 07 04:31:02 +0000 2018,0.0,0.0,1.0,0.0,86
286,CNN,"First responders in Russellville, Arkansas, went above and beyond the call of duty to surprise a teen with autism a… https://t.co/IpioKflY8s",Thu Jun 07 04:16:00 +0000 2018,0.2732,0.1,0.9,0.0,87
287,CNN,Lava flow evaporated Hawaii's largest freshwater lake within hours https://t.co/oHCVhX4OZu https://t.co/LMhElkwG5T,Thu Jun 07 04:01:04 +0000 2018,0.0,0.0,1.0,0.0,88
288,CNN,"The Defense Department intends to release an American citizen accused of fighting for ISIS, according to a Justice… https://t.co/IGn8pP4JzX",Thu Jun 07 03:46:05 +0000 2018,-0.4939,0.071,0.708,0.222,89
289,CNN,"Lady Gaga steps into the spotlight in the ""A Star is Born"" trailer https://t.co/8iSvjqScUh https://t.co/YgEFOb5bEv",Thu Jun 07 03:31:04 +0000 2018,0.0,0.0,1.0,0.0,90
290,CNN,"The State Department said ""medical screenings are ongoing"" for personnel with concerns tied to health incidents not… https://t.co/0obSeuksub",Thu Jun 07 03:16:03 +0000 2018,0.0,0.0,1.0,0.0,91
291,CNN,Here are some key events in the talks between the Trump and Mueller teams https://t.co/y5soxksihu https://t.co/etLj0Sp5kY,Thu Jun 07 03:07:35 +0000 2018,0.0,0.0,1.0,0.0,92
292,CNN,"How a double amputee conquered Everest, 43 years after his first attempt https://t.co/1AfBVSkwRw https://t.co/XVFJk0iXMz",Thu Jun 07 03:01:06 +0000 2018,0.0,0.0,1.0,0.0,93
293,CNN,"RT @AC360: And why, exactly, did President Trump's EPA administrator want a used mattress from the Trump hotel? 

Anderson Cooper probes th…",Thu Jun 07 02:56:26 +0000 2018,0.0772,0.061,0.939,0.0,94
294,CNN,Read late-night host Samantha Bee's on-air apology https://t.co/AZGb9Lwz5s https://t.co/Ks5mBWDxmm,Thu Jun 07 02:51:51 +0000 2018,0.0516,0.13,0.87,0.0,95
295,CNN,"Rudy Giuliani said North Korean leader Kim Jong Un ""begged"" US President Donald Trump to reschedule their summit me… https://t.co/oc1QcKEXWJ",Thu Jun 07 02:51:06 +0000 2018,0.0,0.0,1.0,0.0,96
296,CNN,"Jerry Maren, the last surviving munchkin from ""The Wizard of Oz,"" has died at age 98 due to complications from cong… https://t.co/HJBfo4Asy6",Thu Jun 07 02:48:39 +0000 2018,-0.34,0.085,0.775,0.14,97
297,CNN,From Backrub to Google: Many major companies have rebranded and changed their names — some successfully and some no… https://t.co/sVUS6F15jB,Thu Jun 07 02:46:00 +0000 2018,0.4939,0.151,0.849,0.0,98
298,CNN,Donald Trump just dunked on Jeff Sessions in the most vicious way possible | Analysis by CNN's Chris Cillizza… https://t.co/TvZq0wCo4c,Thu Jun 07 02:42:26 +0000 2018,-0.4201,0.0,0.866,0.134,99
299,CNN,Newly released 911 calls from the Las Vegas massacre give a glimpse of the panic people experienced as gunfire rain… https://t.co/iV3VdJQrA7,Thu Jun 07 02:37:34 +0000 2018,-0.5106,0.0,0.852,0.148,100
300,FoxNews,'The Truth Matters': Iraq Vet Wounded by Iran-Made Bomb Reacts to Bombshell Iran Deal Report https://t.co/VS2Ix8Broh,Thu Jun 07 15:49:06 +0000 2018,-0.2263,0.118,0.718,0.164,1
301,FoxNews,.@AlanDersh: Someone 'Leaked' @Comey Info Out of Fear IG Report Would Be Changed https://t.co/df1GQoujqm,Thu Jun 07 15:32:03 +0000 2018,-0.4939,0.0,0.802,0.198,2
302,FoxNews,".@Sen_JoeManchin says he regrets @HillaryClinton support, could back President @realDonaldTrump in 2020… https://t.co/jAy65D6Ra6",Thu Jun 07 15:24:43 +0000 2018,0.0516,0.167,0.679,0.154,3
303,FoxNews,NEWS ALERT: Japanese PM @AbeShinzo to meet with President @realDonaldTrump at the @WhiteHouse. https://t.co/gWrAAANsnO,Thu Jun 07 15:16:00 +0000 2018,0.4466,0.184,0.816,0.0,4
304,FoxNews,Trump swipes at GOP foe Sen. Jeff Flake: 'He's a Flake!' https://t.co/Hojd2ihI5r,Thu Jun 07 15:10:16 +0000 2018,-0.4926,0.0,0.758,0.242,5
305,FoxNews,What has @NASA found on Mars? Get set for major announcement https://t.co/SYh6wB2iCq,Thu Jun 07 15:07:05 +0000 2018,0.0,0.0,1.0,0.0,6
306,FoxNews,"Moments ago, President @realDonaldTrump tweeted that the ""Justice Department must not let Awan &amp; Debbie Wasserman S… https://t.co/5iXJIexf91",Thu Jun 07 15:03:58 +0000 2018,0.5267,0.167,0.833,0.0,7
307,FoxNews,House Democratic Leader @NancyPelosi holds a news conference.  https://t.co/UHluTdbBFl,Thu Jun 07 14:59:08 +0000 2018,0.0,0.0,1.0,0.0,8
308,FoxNews,"University will pay you $3,500 to get the flu and book you a 10-day stay at 'Hotel Influenza' https://t.co/bX04zkOdn2",Thu Jun 07 14:49:56 +0000 2018,-0.4588,0.0,0.8,0.2,9
309,FoxNews,TUNE IN: @SenWarren joins @DanaPerino on “The @DailyBriefing” at 2p ET on Fox News Channel. https://t.co/jiYjwYFdp5,Thu Jun 07 14:44:15 +0000 2018,0.0,0.0,1.0,0.0,10
310,FoxNews,RT @FoxBusiness: US reaches deal with China's ZTE https://t.co/Gz9LKhIbIZ,Thu Jun 07 14:42:53 +0000 2018,0.0516,0.13,0.87,0.0,11
311,FoxNews,"RT @FoxBusiness: US weekly jobless claims drop as labor market gains steam
https://t.co/HybnV57vlI",Thu Jun 07 14:42:37 +0000 2018,0.0772,0.155,0.71,0.135,12
312,FoxNews,.@RWitherspoon confirms the rumors are true https://t.co/3xZrDhOPFg,Thu Jun 07 14:33:51 +0000 2018,0.4215,0.318,0.682,0.0,13
313,FoxNews,".@kayleighmcenany: ""Where are the feminists, also, I want to ask - where are the Elizabeth Warrens, where are the H… https://t.co/jDWTsl9OhV",Thu Jun 07 14:29:46 +0000 2018,0.0772,0.067,0.933,0.0,14
314,FoxNews,"Earlier, @IvankaTrump wished a happy birthday to @VP Mike Pence. https://t.co/NLbFXFE4u9",Thu Jun 07 14:25:19 +0000 2018,0.5719,0.291,0.709,0.0,15
315,FoxNews,".@kayleighmcenany: ""@FLOTUS has the trust and the love of the American people - she has a 57% approval rating. Mean… https://t.co/i7PkpLOLZo",Thu Jun 07 14:21:44 +0000 2018,0.891,0.398,0.602,0.0,16
316,FoxNews,".@SecretaryCarson: ""[America] can be destroyed from within. We have elements who are driving wedges between people… https://t.co/tEFqnK8J1e",Thu Jun 07 14:11:17 +0000 2018,-0.4939,0.0,0.833,0.167,17
317,FoxNews,RT @FoxBusiness: Kraft Heinz paying kids slapped with lemonade stand fines https://t.co/VtD7qxHDzG,Thu Jun 07 14:09:07 +0000 2018,0.0,0.0,1.0,0.0,18
318,FoxNews,".@cvpayne: ""The market looks fantastic."" https://t.co/cOfx57yaU7",Thu Jun 07 14:05:50 +0000 2018,0.0,0.0,1.0,0.0,19
319,FoxNews,Soros push to elect progressive DAs in California fails to attract voters https://t.co/XwGDMevX3b,Thu Jun 07 14:01:32 +0000 2018,-0.0772,0.153,0.675,0.172,20
320,FoxNews,".@adrienneelrod: ""Unfortunately what's been lost in this whole debate here is why [@iamsambee] made these comments… https://t.co/jx0JFIBRpp",Thu Jun 07 13:55:20 +0000 2018,-0.5719,0.0,0.761,0.239,21
321,FoxNews,".@GovMikeHuckabee: ""They've spent $17 million, haven't presented anything that ties to @POTUS whatsoever."" https://t.co/zdyZhtKwOs",Thu Jun 07 13:44:14 +0000 2018,0.0,0.0,1.0,0.0,22
322,FoxNews,"Colin Kaepernick's legal team expected to pursue Trump testimony in grievance case, report says (via @RyanGaydos) https://t.co/ULeORBmlri",Thu Jun 07 13:34:22 +0000 2018,-0.3818,0.077,0.765,0.158,23
323,FoxNews,Families and unaccompanied children - FYTD 2018. https://t.co/4DMmMBUALM,Thu Jun 07 13:33:30 +0000 2018,0.0,0.0,1.0,0.0,24
324,FoxNews,"U.S. border arrests in May 2018 top 50,000 according to @DHSgov. https://t.co/cnwMgqNAUt",Thu Jun 07 13:01:29 +0000 2018,-0.2732,0.122,0.68,0.197,25
325,FoxNews,"Moments ago, President @realDonaldTrump tweeted out a message to Alice Marie Johnson, the woman whose life sentence… https://t.co/HK82BRnid2",Thu Jun 07 12:58:02 +0000 2018,0.0,0.0,1.0,0.0,26
326,FoxNews,CO sheriff wants to store rifles in schools. https://t.co/QUgemIKuwI,Thu Jun 07 12:47:02 +0000 2018,0.0,0.0,1.0,0.0,27
327,FoxNews,".@DLoesch: ""I think it's incredibly interesting that @KimKardashian has had more effect politically than @iamsambee… https://t.co/BqDirUsP3m",Thu Jun 07 12:42:26 +0000 2018,0.4576,0.166,0.834,0.0,28
328,FoxNews,".@DLoesch: ""America doesn't watch [Samantha Bee's] show."" https://t.co/ACtbtHo9yn",Thu Jun 07 12:34:17 +0000 2018,0.0,0.0,1.0,0.0,29
329,FoxNews,OPINION: @NewtGingrich: The red wave is growing (via @FoxNewsOpinion) https://t.co/ANWgHtOkPw,Thu Jun 07 12:31:17 +0000 2018,0.1779,0.159,0.841,0.0,30
330,FoxNews,.@SecretaryCarson: “This country’s extremely strong.” @foxandfriends https://t.co/JxiMHC8aSM,Thu Jun 07 12:30:11 +0000 2018,0.0,0.0,1.0,0.0,31
331,FoxNews,Houston's Hobby Airport shut down over bomb scare caused by 17-year-old's toy grenade https://t.co/ykeiNk6jEO,Thu Jun 07 12:29:35 +0000 2018,-0.7506,0.0,0.652,0.348,32
332,FoxNews,Exclusive: Former burn pit inspector says warnings were largely ignored by Pentagon officials during Iraq War https://t.co/06c6kz9D9j,Thu Jun 07 12:27:18 +0000 2018,-0.7845,0.066,0.568,0.367,33
333,FoxNews,.@POTUS and @AbeShinzo meeting ahead of North Korea summit https://t.co/YYa1AuqnaZ,Thu Jun 07 12:15:37 +0000 2018,0.0,0.0,1.0,0.0,34
334,FoxNews,D-Day Survivors Recall Invasion of Normandy 74 Years Later https://t.co/d4FYEAB8vv #TheStory https://t.co/UhicWQq7z0,Thu Jun 07 12:03:08 +0000 2018,0.0,0.0,1.0,0.0,35
335,FoxNews,Former burn pit inspector says warnings were largely ignored by Pentagon officials during Iraq War… https://t.co/3SJndlxM5m,Thu Jun 07 11:51:18 +0000 2018,-0.5423,0.0,0.757,0.243,36
336,FoxNews,.@carrieunderwood makes CMT Awards history as @blakeshelton takes home top award https://t.co/w4fmJB3Fim,Thu Jun 07 11:48:27 +0000 2018,0.8074,0.48,0.52,0.0,37
337,FoxNews,.@SecretaryCarson: “There are actually a lot of resources in our society and a lot of people with very good hearts… https://t.co/NhXBNL07c1,Thu Jun 07 11:37:35 +0000 2018,0.4927,0.151,0.849,0.0,38
338,FoxNews,Rainbow spotted in crater of Hawaii's Kilauea volcano. https://t.co/wJSlLRPPU1,Thu Jun 07 11:15:00 +0000 2018,0.0,0.0,1.0,0.0,39
339,FoxNews,Carrie Underwood makes CMT Awards history as Blake Shelton takes home top award. https://t.co/TPXuqPKvoe,Thu Jun 07 10:59:00 +0000 2018,0.8074,0.43,0.57,0.0,40
340,FoxNews,.@StateDept says consulate workers in China suffered mysterious medical issue consistent with what happened to Amer… https://t.co/gQsvhBLWcP,Thu Jun 07 10:45:00 +0000 2018,-0.4939,0.0,0.833,0.167,41
341,FoxNews,Illegal-immigrant apprehensions at the border spiked in May compared to 2017. https://t.co/Y3WsqrSemj,Thu Jun 07 10:29:00 +0000 2018,-0.2263,0.0,0.853,0.147,42
342,FoxNews,Sen. Graham on Inspector General Probe: 'The DOJ Was in the Tank for Clinton' https://t.co/ywBcKVK1EG,Thu Jun 07 10:15:00 +0000 2018,0.0,0.0,1.0,0.0,43
343,FoxNews,"Kate Spade's husband Andy releases statement following her suicide, dispels misconceptions. https://t.co/oUC7haDsyX",Thu Jun 07 10:07:01 +0000 2018,-0.6705,0.0,0.71,0.29,44
344,FoxNews,".@SebGorka: ""The Democrats don't want America to succeed. That's the bottom line, and that's why they want to sabot… https://t.co/xjSvS7arPU",Thu Jun 07 09:57:00 +0000 2018,0.4129,0.141,0.751,0.108,45
345,FoxNews,This @GrandCanyonNPS squirrel had no shame in asking a tourist for a quick drink. https://t.co/tuJFFRXCPq,Thu Jun 07 09:45:00 +0000 2018,-0.6486,0.0,0.675,0.325,46
346,FoxNews,'Wizard of Oz' star Jerry Maren dead: Last surviving munchkin was 98 https://t.co/uyw1RfakJn,Thu Jun 07 09:24:00 +0000 2018,-0.4767,0.126,0.629,0.246,47
347,FoxNews,"Michigan WWII veteran who wished for 100 cards on 100th birthday receives more than 50,000. https://t.co/Zo8U162NW2",Thu Jun 07 09:05:00 +0000 2018,0.0,0.0,1.0,0.0,48
348,FoxNews,".@seanhannity on the commutation of Alice Johnson: ""This is likely just the beginning of what is a long needed conv… https://t.co/ddjYmlUMq7",Thu Jun 07 08:45:00 +0000 2018,0.0,0.0,1.0,0.0,49
349,FoxNews,WOW: Shocked bystanders watched as a stolen armored vehicle led police on a 60-mile chase through Virginia Tuesday.… https://t.co/7cVTrAQBXu,Thu Jun 07 08:30:00 +0000 2018,0.0085,0.189,0.583,0.229,50
350,FoxNews,"On Wednesday, @SenTedCruz criticized the Obama administration amid reports that it gave Iran access to the United S… https://t.co/8QcMKI4eIz",Thu Jun 07 08:15:00 +0000 2018,0.0772,0.126,0.762,0.112,51
351,FoxNews,"GERBER BABIES UNITE: One-year-old Lucas Warren, the newest Gerber Baby, recently met with 91-year-old Ann Turner Co… https://t.co/XSM5zcZZtQ",Thu Jun 07 08:02:00 +0000 2018,0.0,0.0,1.0,0.0,52
352,FoxNews,'People Should Know': RFK Jr. on JFK Assassination Docs Stuck Under Wraps. https://t.co/eNR7jslk1X,Thu Jun 07 07:45:00 +0000 2018,-0.7096,0.0,0.651,0.349,53
353,FoxNews,Indiana man warns locals to 'beware' of giant spiders after spotting 6-inch crawler at work. https://t.co/1orR3JXvQX,Thu Jun 07 07:19:00 +0000 2018,-0.1027,0.0,0.915,0.085,54
354,FoxNews,"Missouri men bound, set woman on fire when she refused to give combination to safe, police say. https://t.co/IQsSPZraaP",Thu Jun 07 07:02:00 +0000 2018,-0.1779,0.129,0.667,0.204,55
355,FoxNews,"The Moon is causing days on Earth to get longer, according to new research. https://t.co/uBVs40pnRc",Thu Jun 07 06:45:00 +0000 2018,0.0,0.0,1.0,0.0,56
356,FoxNews,"Florida woman beats terminal breast cancer with new therapy. 
https://t.co/E7sGC1a7fy",Thu Jun 07 06:31:00 +0000 2018,-0.6597,0.0,0.672,0.328,57
357,FoxNews,"Man eats 480 oysters to win World Oyster Eating Championship. 
https://t.co/xxxiidZ6kp",Thu Jun 07 06:17:00 +0000 2018,0.7717,0.427,0.573,0.0,58
358,FoxNews,".@JesseBWatters on @BillClinton: ""Only a Democrat can get a do-over in the mainstream media."" #TheFive… https://t.co/VytJE0WW9r",Thu Jun 07 06:03:00 +0000 2018,0.0,0.0,1.0,0.0,59
359,FoxNews,"McDonald's manager caught on camera yelling, cursing at customer.
https://t.co/U7drVIVHi2",Thu Jun 07 05:50:00 +0000 2018,0.0,0.0,1.0,0.0,60
360,FoxNews,".@POTUS forced Kim Jong Un to 'beg' for meeting, Giuliani says. https://t.co/FtjMdsaJTN",Thu Jun 07 05:20:01 +0000 2018,-0.4588,0.0,0.786,0.214,61
361,FoxNews,"Hawaii's county mayor vows to rebuild from volcano with help of FEMA, as scientists say the worst is yet to come. https://t.co/1idZbZnmGg",Thu Jun 07 05:05:00 +0000 2018,-0.34,0.101,0.746,0.153,62
362,FoxNews,.@greggutfeld on the upcoming North Korea summit. https://t.co/wrNHEDJS6t,Thu Jun 07 04:50:00 +0000 2018,0.0,0.0,1.0,0.0,63
363,FoxNews,"Death toll from destructive Guatemala volcano jumps to 99, with almost 200 still missing.  https://t.co/FFW5y7DoTC",Thu Jun 07 04:35:00 +0000 2018,-0.8701,0.0,0.55,0.45,64
364,FoxNews,".@CMT Awards 2018 list of winners
https://t.co/V5LGumgArR",Thu Jun 07 04:30:00 +0000 2018,0.7269,0.55,0.45,0.0,65
365,FoxNews,Four ISIS terrorists are dead after U.S. airstrikes in Libya Wednesday. @ShepNewsTeam https://t.co/qigZMgN650,Thu Jun 07 04:20:00 +0000 2018,-0.8555,0.0,0.567,0.433,66
366,FoxNews,".@POTUS on @FLOTUS during a @fema briefing: ""She went through a little rough patch, but she's doing great and we're… https://t.co/zeGIgonxTO",Thu Jun 07 04:04:00 +0000 2018,0.7684,0.239,0.761,0.0,67
367,FoxNews,UN migration agency: 46 African migrants drown near Yemen.  https://t.co/sDtk2ZoBrz,Thu Jun 07 03:47:00 +0000 2018,-0.5719,0.0,0.709,0.291,68
368,FoxNews,.@carlypearce thanks 'guy that broke my heart' in emotional @CMT Awards acceptance speech https://t.co/bxcVMizrEn,Thu Jun 07 03:40:00 +0000 2018,0.7717,0.471,0.404,0.126,69
369,FoxNews,Connecticut man cops to trafficking in endangered sperm whale teeth.  https://t.co/4DYLyNB78w,Thu Jun 07 03:30:00 +0000 2018,0.0,0.0,1.0,0.0,70
370,FoxNews,.@POTUS wishes Muslims 'Ramadan Mubarak' at White House iftar dinner. https://t.co/LrDdazbcBX,Thu Jun 07 03:15:00 +0000 2018,0.1531,0.138,0.862,0.0,71
371,FoxNews,.@carrieunderwood makes @CMT Awards history as @blakeshelton takes home top award https://t.co/w4fmJB3Fim,Thu Jun 07 03:06:26 +0000 2018,0.8074,0.48,0.52,0.0,72
372,FoxNews,".@SenateMajLdr on immigration reform: ""I can't see us going back to immigration this year unless there was some pro… https://t.co/Tyw2supIJz",Thu Jun 07 02:54:42 +0000 2018,0.0,0.0,1.0,0.0,73
373,FoxNews,".@SenateMajLdr on 2018 midterms: ""We're optimistic we can hold the Senate, still have a majority and still confirm… https://t.co/INx0CmxmHD",Thu Jun 07 02:51:17 +0000 2018,0.3182,0.119,0.881,0.0,74
374,FoxNews,".@SenateMajLdr on canceling Aug. recess: ""[Dems have] been slow-walking [@POTUS'] effort to not only staff up his a… https://t.co/CLr9wIoekG",Thu Jun 07 02:49:37 +0000 2018,0.0,0.0,1.0,0.0,75
375,FoxNews,".@POTUS: ""[@FLOTUS] went through a little rough patch but she's doing great and we're very proud of her. She's done… https://t.co/wYsVQPolfa",Thu Jun 07 02:40:52 +0000 2018,0.905,0.363,0.637,0.0,76
376,FoxNews,".@McDonalds manager caught on camera yelling, cursing at customer  https://t.co/U7drVIVHi2",Thu Jun 07 02:40:00 +0000 2018,0.0,0.0,1.0,0.0,77
377,FoxNews,Masters of rock: Climbers at California's Yosemite shatter El Capitan's speed record https://t.co/Xt6sj24WnU,Thu Jun 07 02:34:30 +0000 2018,0.0,0.0,1.0,0.0,78
378,FoxNews,Man accidentally shot by FBI agent's weapon said he believed it was an 'idiot' with 'a firecracker' https://t.co/CLIbdNn1WP,Thu Jun 07 02:29:53 +0000 2018,-0.5574,0.0,0.777,0.223,79
379,FoxNews,".@TomFitton on IG report: ""President @realDonaldTrump inherited a terribly corrupt leadership at the FBI, and he cl… https://t.co/tGTWVpeo9T",Thu Jun 07 02:26:53 +0000 2018,-0.5574,0.0,0.816,0.184,80
380,FoxNews,".@seanhannity: Media Ignored Bill Clinton Til Now, But Spreads 'Rampant, Disgusting' Theories About Melania https://t.co/o2VuAReDSp",Thu Jun 07 02:23:48 +0000 2018,-0.6908,0.0,0.695,0.305,81
381,FoxNews,Illegal-immigrant apprehensions at the border spiked in May compared to 2017  https://t.co/Y3WsqrSemj,Thu Jun 07 02:17:00 +0000 2018,-0.2263,0.0,0.853,0.147,82
